company_id,company_name,success_label,status,country,state_code,city,region,latitude,longitude,founded_at,closed_at,age_years,primary_industry,is_software,is_web,is_mobile,is_enterprise,is_biotech_or_health,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,age_at_first_funding_years,age_at_last_funding_years,has_VC,has_angel,avg_participants,num_founders,employee_count
c:45525,BridgePort Networks,1,acquired,USA,IL,Chicago,US-Midwest,41.875555,-87.624421,2002-01-01,,4.837782340862423,software,1,0,0,0,0,13000000,1,2006-11-03,2006-11-03,4.8411,4.8411,0,0,4.0,3,
c:3193,Scalent Systems,1,acquired,USA,CA,Palo Alto,US-West,37.429676,-122.1085482,2003-01-01,,4.057494866529774,public_relations,0,0,0,0,0,15000000,1,2007-01-22,2007-01-22,4.0603,4.0603,0,0,4.0,7,
c:28456,IQ Engines,1,acquired,USA,CA,Berkeley,US-West,37.870102,-122.268136,2008-06-01,,4.0657084188911705,photo_video,0,0,0,0,0,3800000,1,2012-06-25,2012-06-25,4.0685,4.0685,0,0,2.0,2,
c:36920,"RetailMeNot, Inc.",1,acquired,USA,TX,Austin,US-South,30.2653441,-97.7435857,2007-05-01,,4.528405201916495,web,0,1,0,0,0,299500000,5,2009-11-01,2011-11-10,2.5068,4.5315,1,0,1.75,37,
c:35712,Mophie,1,acquired,USA,CA,Santa Ana,US-West,33.708708,-117.852069,2005-05-24,,1.1882272416153319,hardware,0,0,0,0,0,1000000,1,2006-08-01,2006-08-01,1.189,1.189,1,0,2.0,5,
c:21492,Airship Ventures,0,closed,USA,CA,Moffett Field,US-West,37.422859,-122.045217,2007-01-01,2012-11-14,5.8699520876112254,other,0,0,0,0,0,10500000,2,2008-05-09,2009-03-01,1.3534,2.1644,0,0,2.0,3,
c:28768,Lockdown Networks,1,acquired,USA,WA,Seattle,US-West,47.603832,-122.330062,2001-01-01,,5.163586584531143,public_relations,0,0,0,0,0,8600000,2,2005-02-25,2006-03-02,4.1534,5.1671,1,0,1.5,6,
c:27741,eMinor,0,closed,USA,NC,Durham,US-South,36.002893,-78.904075,2006-10-01,2012-02-17,5.379876796714579,software,1,0,0,0,0,5000000,2,2006-08-01,2008-10-07,-0.1671,2.0192,0,0,2.5,9,
c:150658,Karma,1,acquired,USA,CA,San Francisco,US-West,37.779281,-122.419236,2011-01-01,,0.8678986995208761,mobile,0,0,1,0,0,2304999,2,2011-01-01,2011-11-14,0.0,0.8685,1,0,5.0,3,
c:34338,Zipano,0,closed,USA,PA,Pittsburgh,US-Northeast,40.441694,-79.990086,2009-06-01,2012-05-27,2.9869952087611225,security,0,0,0,0,0,25000,1,2009-07-01,2009-07-01,0.0822,0.0822,0,1,1.0,2,
c:45111,Entertainment Media Works,0,closed,USA,NY,New York,US-Northeast,40.73901,-73.997259,2004-07-01,2008-10-01,4.251882272416153,software,1,0,0,0,0,4000000,1,2007-02-26,2007-02-26,2.6575,2.6575,0,0,1.0,1,
c:3178,Elastra,0,closed,USA,CA,San Francisco,US-West,37.791137,-122.391843,2007-01-01,2011-01-28,4.073921971252567,software,1,0,0,0,0,14600000,2,2007-08-15,2008-08-05,0.6192,1.5945,0,0,2.0,8,
c:35402,RPO,0,closed,USA,CA,San Jose,US-West,37.404788,-121.940842,2005-01-01,2013-06-01,8.413415468856947,hardware,0,0,0,0,0,44000000,3,2006-01-24,2010-09-13,1.063,5.7014,0,0,4.5,0,
c:22856,Fotomoto,1,acquired,USA,CA,San Francisco,US-West,37.7795014,-122.3948712,2008-10-01,,2.647501711156742,ecommerce,0,0,0,0,0,1822922,3,2008-12-01,2011-05-26,0.1671,2.6493,0,1,2.3333,10,
c:1224,Peer39,1,acquired,USA,NY,New York,US-Northeast,40.755446,-73.980246,2006-03-01,,5.900068446269678,advertising,0,0,0,0,0,29915001,7,2006-03-01,2012-01-24,0.0,5.9041,1,1,2.75,18,
c:1234,Vitrue,1,acquired,USA,GA,Atlanta,US-South,33.756806,-84.392198,2006-05-01,,4.799452429842574,enterprise,0,0,0,1,0,33000000,4,2006-05-01,2011-02-17,0.0,4.8027,0,0,3.0,26,
c:149809,Trendslide,1,acquired,USA,NH,Manchester,US-Northeast,42.99564,-71.454789,2011-08-01,,0.5831622176591376,mobile,0,0,1,0,0,125000,2,2011-08-01,2012-03-01,0.0,0.5836,0,1,1.0,9,
c:13733,PublicEarth,0,closed,USA,CA,Menlo Park,US-West,40.01573320000001,-105.275027,2008-01-01,2011-02-15,3.1238877481177276,travel,0,0,0,0,0,4000000,2,2008-02-08,2010-05-21,0.1041,2.3863,1,0,1.0,7,
c:39106,Azaleos,1,acquired,USA,WA,Seattle,US-West,47.63609,-122.327028,2004-05-11,,3.488021902806297,enterprise,0,0,0,1,0,10000000,1,2007-11-06,2007-11-06,3.4904,3.4904,0,0,2.0,10,
c:5306,Efficient Frontier,1,acquired,USA,CA,Sunnyvale,US-West,37.4049731,-122.0323525,2002-01-01,,4.662559890485968,advertising,0,0,0,0,0,6000000,1,2006-08-31,2006-08-31,4.6658,4.6658,0,0,3.0,25,
c:16303,NetDevices,1,acquired,USA,CA,Sunnyvale,US-West,37.36883,-122.03635,2003-01-01,,2.622861054072553,software,1,0,0,0,0,25000000,1,2005-08-16,2005-08-16,2.6247,2.6247,0,0,5.0,4,
c:43188,Go Try It On,1,acquired,USA,NY,New York,US-Northeast,40.730646,-73.986614,2009-12-01,,2.951403148528405,fashion,0,0,0,0,0,3750000,3,2010-11-04,2012-11-13,0.926,2.9534,0,1,2.0,2,
c:33507,Performable,1,acquired,USA,MA,Cambridge,US-Northeast,42.3751,-71.105616,2009-10-17,,0.2464065708418891,software,1,0,0,0,0,3000000,1,2010-01-15,2010-01-15,0.2466,0.2466,0,0,1.0,9,
c:68157,Appstores.com,1,acquired,USA,CA,San Francisco,US-West,37.779281,-122.419236,2010-05-24,,1.1882272416153319,software,1,0,0,0,0,1155000,2,2010-08-01,2011-08-01,0.189,1.189,0,1,9.5,6,
c:2395,Fortify Software,1,acquired,USA,CA,San Mateo,US-West,37.560781,-122.284114,2002-10-01,,3.2060232717316905,software,1,0,0,0,0,10000000,1,2005-12-15,2005-12-15,3.2082,3.2082,0,0,2.0,11,
c:38220,iCurrent,1,acquired,USA,CA,South San Francisco,US-West,37.658313,-122.391032,2006-01-01,,2.5817932922655715,web,0,1,0,0,0,3000000,1,2008-08-01,2008-08-01,2.5836,2.5836,0,0,1.0,5,
c:49815,AisleBuyer,1,acquired,USA,MA,Boston,US-Northeast,42.360253,-71.058291,2009-01-01,,2.4449007529089664,mobile,0,0,1,0,0,11500000,2,2010-11-23,2011-06-13,1.8932,2.4466,0,0,1.0,4,
c:249,Indeed,1,acquired,USA,TX,Austin,US-South,30.321464,-97.75501,2004-11-01,,0.7474332648870636,web,0,1,0,0,0,5000000,1,2005-08-01,2005-08-01,0.7479,0.7479,0,0,3.0,12,
c:22027,Colubris Networks,1,acquired,USA,MA,Waltham,US-Northeast,42.37564,-71.2358,2000-01-01,,6.809034907597536,public_relations,0,0,0,0,0,29000000,2,2005-03-08,2006-10-23,5.1863,6.8137,1,0,5.0,9,
c:109,Mashery,1,acquired,USA,CA,San Francisco,US-West,37.7870842,-122.4038047,2006-05-01,,6.228610540725531,enterprise,0,0,0,1,0,34700000,6,2007-01-01,2012-07-23,0.6712,6.2329,1,1,5.0,37,
c:43948,Transparency Software,0,closed,USA,CA,Palo Alto,US-West,37.441537,-122.158332,2004-01-01,2009-01-01,5.002053388090349,software,1,0,0,0,0,12050000,2,2005-03-09,2007-07-01,1.1863,3.4986,1,0,2.0,0,
c:765,Viewdle,1,acquired,USA,CA,Palo Alto,US-West,37.445586,-122.161929,2006-01-01,,4.758384668035592,analytics,0,0,0,0,0,12000000,3,2008-03-01,2010-10-05,2.1644,4.7616,1,0,2.0,13,
c:19257,Enclarity,1,acquired,USA,CA,Aliso Viejo,US-West,33.5842816,-117.7306817,2005-02-01,,4.101300479123887,consulting,0,0,0,0,0,5500000,1,2009-03-10,2009-03-10,4.1041,4.1041,0,0,2.0,18,
c:25827,Virsto Software,1,acquired,USA,CA,Sunnyvale,US-West,37.402773,-122.052551,2007-07-01,,4.1505817932922655,software,1,0,0,0,0,24000000,3,2009-06-26,2011-08-25,1.989,4.1534,0,0,3.3333,10,
c:5932,Handmark,1,acquired,USA,MO,Kansas City,US-Midwest,39.103151,-94.581908,2000-07-01,,6.184804928131417,mobile,0,0,1,0,0,10000000,2,2005-09-12,2006-09-07,5.2027,6.189,0,0,4.5,6,
c:35157,Viacor,0,closed,USA,MA,Wilmington,US-Northeast,42.546483,-71.17366700000002,1999-12-01,2011-11-11,11.945242984257359,biotech,0,0,0,0,1,19009671,3,2002-09-12,2010-11-10,2.7836,10.9507,0,0,2.0,10,
c:8596,Carbonetworks,0,closed,USA,CA,San Francisco,US-West,37.805289,-122.404448,2005-01-01,2011-07-28,6.568104038329911,cleantech,0,0,0,0,0,5000000,1,2008-07-01,2008-07-01,3.4986,3.4986,0,0,1.0,6,
c:19861,SchemaLogic,1,acquired,USA,WA,Kirkland,US-West,47.675489,-122.191667,2001-01-01,,9.297741273100616,enterprise,0,0,0,1,0,18914576,5,2005-01-17,2010-04-20,4.0466,9.3041,1,0,3.0,2,
c:45114,Skyway Software,0,closed,USA,FL,Tampa,US-South,27.951849,-82.456397,2001-01-01,2012-10-01,11.748117727583846,software,1,0,0,0,0,4000000,1,2007-05-16,2007-05-16,6.3726,6.3726,1,0,3.0,0,
c:23533,CardStar,1,acquired,USA,MA,Boston,US-Northeast,42.360253,-71.058291,2008-12-01,,2.7816563997262147,software,1,0,0,0,0,2030882,3,2010-03-30,2011-09-13,1.3259999999999998,2.7836,0,0,3.0,5,
c:25325,Makani Power,1,acquired,USA,CA,Alameda,US-West,37.7831775,-122.3086191,2006-01-01,,2.642026009582478,cleantech,0,0,0,0,0,5000000,1,2008-08-23,2008-08-23,2.6438,2.6438,0,0,1.0,4,
c:8351,Myrio,0,closed,USA,WA,Bothell,US-West,47.765758,-122.184304,1999-12-01,2012-01-01,12.084873374401095,software,1,0,0,0,0,20500000,1,2001-01-01,2001-01-01,1.0877,1.0877,1,0,4.0,5,
c:10392,Intela,1,acquired,USA,CO,Boulder,US-West,40.730646,-73.986614,2006-02-02,,6.5160848733744015,advertising,0,0,0,0,0,13250000,2,2010-01-18,2012-08-09,3.9616,6.5205,1,0,2.0,4,
c:26128,Sana Security,1,acquired,USA,CA,San Mateo,US-West,37.54763,-122.307887,2000-01-01,,7.2498288843258045,security,0,0,0,0,0,12000000,1,2007-04-02,2007-04-02,7.2548,7.2548,0,0,2.0,7,
c:2808,Sportgenic,1,acquired,USA,CA,San Francisco,US-West,37.790485,-122.40094,2005-09-01,,3.02258726899384,advertising,0,0,0,0,0,11489687,3,2007-01-01,2008-09-09,1.3342,3.0247,0,1,3.3333,9,
c:10581,Lolapps,1,acquired,USA,CA,San Francisco,US-West,37.7870923,-122.3999719,2008-01-01,,0.6789869952087612,web,0,1,0,0,0,4000000,1,2008-09-05,2008-09-05,0.6795,0.6795,0,0,3.0,15,
c:190214,Behavio,1,acquired,USA,CA,Sunnyvale,US-West,37.3492097,-122.0326019,2012-06-12,,-0.030116358658453114,software,1,0,0,0,0,355000,1,2012-06-01,2012-06-01,-0.0301,-0.0301,0,1,1.0,3,
c:1674,Infinity Box,1,acquired,USA,FL,Tampa,US-South,28.098905,-82.400087,2006-01-01,,0.2464065708418891,web,0,1,0,0,0,118000,2,2006-01-01,2006-04-01,0.0,0.2466,0,1,1.5,10,
c:170,adBrite,1,acquired,USA,CA,San Francisco,US-West,37.779026,-122.40184,2003-01-01,2001-02-01,-1.9137577002053388,advertising,0,0,0,0,0,40400000,4,2004-09-01,2012-05-01,1.6685,9.337,0,0,1.6667,17,
c:27740,Texert,0,closed,USA,TX,Dallas,US-South,32.9583632,-96.8215658,2007-01-01,2008-07-14,1.5331964407939767,software,1,0,0,0,0,3000000,1,2008-10-21,2008-10-21,1.8055,1.8055,0,0,1.0,1,
c:46186,Mendocino Software,0,closed,USA,CA,Fremont,US-West,37.54827,-121.988572,2003-01-01,2008-02-07,5.100616016427105,software,1,0,0,0,0,19700000,2,2005-09-12,2007-01-01,2.6986,4.0027,1,0,4.0,2,
c:43162,QuikCycle,0,closed,USA,CA,Santa Clara,US-West,37.354469,-121.990433,1998-01-01,2011-01-01,12.999315537303216,software,1,0,0,0,0,17800000,2,2007-03-01,2007-03-12,9.1671,9.1973,1,0,1.0,0,
c:43233,Instagram,1,acquired,USA,CA,San Francisco,US-West,37.779281,-122.419236,2010-03-01,,2.0971937029431897,photo_video,0,0,0,0,0,57500000,3,2010-03-05,2012-04-05,0.011,2.0986,0,1,4.0,12,
c:1498,Motionbox,1,acquired,USA,NY,New York,US-Northeast,40.606061,-73.822331,2006-01-01,,3.0362765229295,games_video,0,0,0,0,0,17200000,3,2006-09-01,2009-01-14,0.6658,3.0384,0,0,2.6667,10,
c:31514,AccelGolf,0,closed,USA,MA,Cambridge,US-Northeast,42.3751,-71.105616,2008-08-01,2013-05-01,4.747433264887063,mobile,0,0,1,0,0,457282,7,2008-01-01,2009-12-04,-0.5836,1.3425,1,1,1.0,4,
c:58944,MoPub,1,acquired,USA,CA,San Francisco,US-West,37.779281,-122.419236,2010-09-09,,2.0314852840520192,mobile,0,0,1,0,0,18500000,4,2010-09-01,2012-09-20,-0.0219,2.0329,0,1,2.25,11,
c:40197,DNP Green Technology,0,closed,USA,NJ,Princeton,US-Northeast,40.349274,-74.659296,2008-01-01,2012-08-24,4.646132785763176,cleantech,0,0,0,0,0,12000000,1,2010-01-17,2010-01-17,2.0466,2.0466,0,0,6.0,2,
c:51023,Abound Solar,0,closed,USA,CO,Loveland,US-West,40.397761,-105.07498,2007-01-01,2012-11-01,5.834360027378508,cleantech,0,0,0,0,0,510000000,2,2010-07-06,2010-12-15,3.5123,3.9562,1,0,2.5,5,
c:13168,Trovix,1,acquired,USA,CA,Mountain View,US-West,37.420428,-122.090769,2002-01-01,,4.678986995208761,search,0,0,0,0,0,18250000,2,2005-12-07,2006-09-06,3.9342,4.6822,0,0,2.5,3,
c:649,Thumbplay,1,acquired,USA,NY,New York,US-Northeast,40.725435,-73.997395,2004-09-01,,5.634496919917864,music,0,0,0,0,0,41500019,4,2006-10-30,2010-04-21,2.1616,5.6384,0,0,4.0,13,
c:52694,Plethora Technology,0,closed,USA,WV,Kearneysville,US-South,39.388156,-77.885552,2000-01-01,2009-05-23,9.390828199863108,software,1,0,0,0,0,1000000,1,2005-06-09,2005-06-09,5.4411,5.4411,0,0,3.0,1,
c:3080,DailyStrength,1,acquired,USA,CA,Los Angeles,US-West,34.043948,-118.468204,2006-04-01,,1.1279945242984257,web,0,1,0,0,0,5000000,1,2007-05-18,2007-05-18,1.1288,1.1288,0,0,1.0,7,
c:28424,Danotek Motion Technologies,0,closed,USA,MI,Canton,US-Midwest,42.350749,-83.44458900000002,2001-01-01,2013-05-01,12.328542094455852,cleantech,0,0,0,0,0,42700000,3,2008-11-19,2011-08-30,7.8877,10.6658,1,0,3.6667,2,
c:280611,Yub,0,closed,USA,CA,Mountain View,US-West,37.388869,-122.072353,2013-01-01,2005-01-01,-8.0,ecommerce,0,0,0,0,0,12000000,1,2013-11-19,2013-11-19,0.8822,0.8822,1,0,9.0,7,
c:30537,SNAPin Software,1,acquired,USA,WA,Bellevue,US-West,47.614018,-122.19655,2003-01-01,,3.1019849418206706,software,1,0,0,0,0,22300000,2,2005-07-11,2006-02-07,2.526,3.1041,0,0,4.5,5,
c:14656,Azuro,1,acquired,USA,CA,Santa Clara,US-West,37.406217,-121.976473,2002-01-01,,7.865845311430527,semiconductor,0,0,0,0,0,10000000,2,2006-01-01,2009-11-13,4.0027,7.8712,1,0,4.0,5,
c:1766,ARPU,0,closed,USA,DC,Washington,US-South,37.09024,-95.712891,2005-05-01,2010-05-04,5.007529089664613,advertising,0,0,0,0,0,15564591,3,2006-07-01,2009-12-29,1.1671,4.6658,1,0,3.5,1,
c:16938,BookFresh,1,acquired,USA,CA,San Francisco,US-West,37.779281,-122.419236,2007-01-01,,2.5708418891170433,web,0,1,0,0,0,500000,1,2009-07-28,2009-07-28,2.5726,2.5726,0,1,5.0,7,
c:83265,Singly,1,acquired,USA,CA,San Francisco,US-West,37.779281,-122.419236,2010-12-21,,1.3388090349075976,analytics,0,0,0,0,0,8950000,2,2011-02-01,2012-04-23,0.1151,1.3397,0,0,7.0,24,
c:23136,TxVia,1,acquired,USA,NY,New York,US-Northeast,40.753881,-73.978852,2006-01-01,,4.815879534565366,finance,0,0,0,0,0,55350000,4,2007-10-01,2010-10-26,1.7479,4.8192,0,0,4.0,8,
c:54066,Blue Vector Systems,0,closed,USA,CA,Mountain View,US-West,37.406914,-122.09037,2002-01-01,2010-08-31,8.66255989048597,public_relations,0,0,0,0,0,4000000,1,2005-09-21,2005-09-21,3.7233,3.7233,0,0,3.0,1,
c:17219,Open Kernel Labs,1,acquired,USA,IL,Chicago,US-Midwest,41.878984,-87.637,2006-01-01,,6.510609171800137,software,1,0,0,0,0,10764323,5,2007-09-13,2012-07-06,1.6986,6.5151,1,0,2.0,3,
c:23234,Elanti Systems,0,closed,USA,NJ,Somerset,US-Northeast,40.535316,-74.521435,2007-01-01,2012-02-11,5.111567419575633,software,1,0,0,0,0,5500000,1,2008-05-29,2008-05-29,1.4082,1.4082,1,0,3.0,1,
c:70586,Astrid,1,acquired,USA,CA,San Francisco,US-West,37.779281,-122.419236,2008-01-01,,4.2819986310746065,social,0,0,0,0,0,400000,1,2012-04-13,2012-04-13,4.2849,4.2849,0,1,3.0,7,
c:26612,Nordic Windpower,0,closed,USA,CA,Berkeley,US-West,37.863464,-122.3153453,2007-01-01,2013-04-10,6.272416153319644,cleantech,0,0,0,0,0,54000000,3,2007-10-02,2010-01-05,0.7507,3.0137,1,0,2.6667,3,
c:57923,Visiprise,0,closed,USA,GA,Alpharetta,US-South,34.070958000000005,-84.274733,1985-01-01,2009-05-03,24.334017796030118,software,1,0,0,0,0,32000000,1,2005-10-17,2005-10-17,20.8055,20.8055,0,0,7.0,2,
c:58133,Hubspan,1,acquired,USA,WA,Seattle,US-West,39.78373,-100.445882,2000-01-01,,5.7850787132101305,software,1,0,0,0,0,13000000,1,2005-10-14,2005-10-14,5.789,5.789,0,0,4.0,1,
c:5587,iConclude,1,acquired,USA,WA,Bellevue,US-West,47.614422,-122.192337,2005-01-01,,1.270362765229295,software,1,0,0,0,0,12500000,3,2005-02-01,2006-04-10,0.0849,1.2712,1,0,2.3333,5,
c:38338,41st Parameter,1,acquired,USA,CA,San Jose,US-West,37.314002,-121.932365,2004-01-01,,8.276522929500342,security,0,0,0,0,0,38064570,4,2006-05-08,2012-04-11,2.3507,8.2822,1,0,3.0,16,
c:4622,Aardvark,1,acquired,USA,CA,San Francisco,US-West,37.748676,-122.415813,2007-07-01,2011-09-01,4.16974674880219,web,0,1,0,0,0,6000000,2,2007-01-01,2008-10-01,-0.4959,1.2548,0,1,4.0,21,
c:202,Hotelicopter,0,closed,USA,VA,Charlottesville,US-South,38.030823,-78.48158000000002,2006-06-01,2012-08-01,6.168377823408624,web,0,1,0,0,0,5000000,2,2008-11-17,2011-03-31,2.4658,4.8329,0,0,1.0,4,
c:15652,Anystream,1,acquired,USA,VA,Dulles,US-South,39.035298,-77.430125,2000-01-01,,7.101984941820671,software,1,0,0,0,0,59000000,3,2000-01-01,2007-02-07,0.0,7.1068,1,0,2.0,9,
c:144825,CakeStyle,0,closed,USA,IL,Chicago,US-Midwest,39.78373,-100.445882,2011-08-01,2013-08-01,2.001368925393566,web,0,1,0,0,0,1000000,1,2012-08-13,2012-08-13,1.0356,1.0356,0,1,1.0,2,
c:9772,Fluther,1,acquired,USA,CA,San Francisco,US-West,37.758062,-122.418642,2007-01-01,,2.7214236824093088,web,0,1,0,0,0,600000,1,2009-09-21,2009-09-21,2.7233,2.7233,0,1,7.0,5,
c:19101,Pocket Communications Northeast,0,closed,USA,CT,Bloomfield,US-Northeast,41.85361500000001,-72.70375,2006-01-01,2012-01-01,5.9986310746064335,mobile,0,0,1,0,0,125000000,2,2008-11-01,2009-02-20,2.8356,3.1397,0,0,2.0,0,
c:1612,Goodreads,1,acquired,USA,CA,Santa Monica,US-West,34.01052,-118.495981,2007-01-15,,2.8993839835728954,web,0,1,0,0,0,2750000,2,2007-11-01,2009-12-09,0.7945,2.9014,0,1,4.0,11,
c:17620,Woven Systems,1,acquired,USA,CA,Santa Clara,US-West,37.3821368,-121.970505,2003-01-01,,4.731006160164271,network_hosting,0,0,0,0,0,30000000,2,2005-12-01,2007-09-25,2.9178,4.7342,0,0,2.5,1,
c:43873,Kolorific,0,closed,USA,CA,Milpitas,US-West,37.433646,-121.886704,2003-01-01,2012-07-07,9.514031485284052,semiconductor,0,0,0,0,0,7000000,1,2007-01-05,2007-01-05,4.0137,4.0137,0,0,1.0,0,
c:3986,Krugle,1,acquired,USA,CA,Menlo Park,US-West,37.45604,-122.165399,2006-01-01,,0.4106776180698152,search,0,0,0,0,0,6100000,1,2006-05-31,2006-05-31,0.411,0.411,0,0,4.0,10,
c:61592,Flud,0,closed,USA,CA,San Diego,US-West,32.721834,-117.161797,2010-10-01,2013-08-08,2.8528405201916494,enterprise,0,0,0,1,0,2100000,3,2011-04-13,2012-09-01,0.5315,1.9205,1,1,4.0,12,
c:35236,Chomp,1,acquired,USA,CA,San Francisco,US-West,37.779281,-122.419236,2009-09-09,,0.5010266940451745,mobile,0,0,1,0,0,2565000,2,2009-11-01,2010-03-11,0.1452,0.5014,0,1,3.5,10,
