company_id,company_name,success_label,status,country,state_code,city,region,latitude,longitude,founded_at,closed_at,age_years,primary_industry,is_software,is_web,is_mobile,is_enterprise,is_biotech_or_health,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,age_at_first_funding_years,age_at_last_funding_years,has_VC,has_angel,avg_participants,num_founders,employee_count
Company19,Company19,1,operating,United States,,,North America,,,2002-01-01,,12.0,,0,0,0,0,0,750000.0,,,2012-12-14,2.9166666666666665,2.0520833333333335,1,0,,0,46.0
Company20,Company20,1,operating,United States,,,North America,,,2010-04-01,,4.0,Advertising|Retail|Mobile,0,0,1,0,0,749999.0,,,2012-11-23,1.6666666666666667,0.4546296296666667,1,0,,2,5.0
Company21,Company21,1,operating,United States,,,North America,,,2010-01-01,,4.0,Marketing,0,0,0,0,0,5000000.0,,,2011-05-06,1.25,1.25,1,0,,2,27.0
Company22,Company22,1,operating,United States,,,North America,,,2005-01-01,,9.0,,0,0,0,0,0,1500000.0,,,2013-03-13,8.0,8.0,0,0,,2,
Company23,Company23,1,operating,United States,,,North America,,,2012-01-01,,2.0,Analytics,0,0,0,0,0,15000000.0,,,2014-01-29,0.8333333333333334,0.6138888889166666,0,0,,3,32.0
Company24,Company24,1,operating,,,,,,,2009-07-01,,5.0,,0,0,0,0,0,,,,,0.4166666666666667,1.5,0,1,,2,
Company25,Company25,1,operating,United States,,,North America,,,2012-03-01,,2.0,Mobile|Retail,0,0,1,0,0,1700000.0,,,2013-11-01,1.1666666666666667,0.29583333333333334,0,1,,2,3.0
Company26,Company26,1,operating,United States,,,North America,,,2011-06-01,,3.0,Analytics,0,0,0,0,0,250000.0,,,2011-08-01,0.08333333333333333,0.5092592592499999,0,1,,2,5.0
Company27,Company27,1,operating,United States,,,North America,,,2009-01-01,,5.0,Analytics|Finance,0,0,0,0,1,1400000.0,,,2013-12-12,4.0,4.0,0,0,,3,5.0
Company28,Company28,1,operating,United States,,,North America,,,2013-03-01,,1.0,,0,0,0,0,0,1100000.0,,,2013-07-01,0.3333333333333333,0.3333333333333333,0,1,,1,
Company29,Company29,1,operating,United States,,,North America,,,2007-11-01,,7.0,Analytics,0,0,0,0,0,15000000.0,,,2013-04-30,3.0,1.1351851849999999,0,0,,2,
Company30,Company30,1,operating,United States,,,North America,,,2012-05-01,,2.0,Software Development,1,0,0,0,0,200000.0,,,2013-04-01,0.5,0.25,0,1,,2,3.0
Company31,Company31,1,operating,United States,,,North America,,,2012-07-01,,2.0,Marketing|Software Development|Analytics,1,0,0,0,0,600000.0,,,2013-01-15,0.08333333333333333,0.08333333333333333,0,1,,4,7.0
Company32,Company32,1,operating,United States,,,North America,,,2008-01-08,,6.0,Security,0,0,0,0,0,,,,2011-09-22,0.6666666666666666,1.0101851849999999,1,0,,2,39.0
Company33,Company33,1,operating,United States,,,North America,,,2010-01-01,,4.0,Analytics,0,0,0,0,0,20000000.0,,,2014-03-18,0.08333333333333333,1.0,1,1,,3,115.0
Company34,Company34,1,operating,United States,,,North America,,,2011-11-01,,3.0,Advertising,0,0,0,0,0,2000000.0,,,2013-01-01,1.1666666666666667,,0,0,,3,9.0
Company35,Company35,1,operating,,,,,,,2010-07-01,,4.0,,0,0,0,0,0,,,,,0.08333333333333333,0.78125,1,0,,1,
Company36,Company36,1,operating,United States,,,North America,,,2012-01-01,,2.0,Marketing|Email,0,0,0,0,0,2870890.0,,,2013-05-24,0.5833333333333334,0.4194444444166667,1,0,,2,14.0
Company37,Company37,1,operating,United States,,,North America,,,2012-08-01,,2.0,Analytics|Security|Network / Hosting / Infrastructure,0,0,0,0,0,5200000.0,,,2013-10-21,0.08333333333333333,0.5930555555833333,0,0,,4,26.0
Company38,Company38,1,operating,United States,,,North America,,,2012-02-01,,2.0,Human Resources (HR)|Marketing|Career / Job Search,0,0,0,0,0,70000.0,,,2012-08-07,,0.08333333333333333,0,1,,2,6.0
Company39,Company39,1,operating,United States,,,North America,,,2010-06-04,,4.0,Cloud Computing|Healthcare|E-Commerce,0,0,0,0,1,1000000.0,,,2013-03-29,0.3333333333333333,0.8185185185,0,1,,2,13.0
Company40,Company40,1,operating,United States,,,North America,,,2010-10-01,,4.0,Media|Analytics|Publishing|Mobile|Education,0,0,1,0,0,450000.0,,,2012-10-23,1.0,1.1666666666666667,0,1,,5,7.0
Company41,Company41,1,operating,United States,,,North America,,,2012-01-01,,2.0,E-Commerce|Energy|Media,0,0,0,0,1,,,,2013-06-01,1.5,1.5,1,1,,2,6.0
Company42,Company42,1,operating,United States,,,North America,,,2009-01-30,,5.0,Media|Analytics,0,0,0,0,0,,,,2012-01-01,0.8333333333333334,0.8333333333333334,0,1,,2,3.0
Company43,Company43,1,operating,United States,,,North America,,,2011-04-01,,3.0,,0,0,0,0,0,60000.0,,,2010-08-01,0.8333333333333334,1.0,0,1,,0,57.0
Company44,Company44,1,operating,United States,,,North America,,,2008-01-01,,6.0,,0,0,0,0,0,2517424.0,,,2013-07-08,3.0,0.3333333333333333,0,0,,3,12.0
Company45,Company45,1,operating,,,,,,,2012-07-01,,2.0,,0,0,0,0,0,,,,,0.5,0.6666666666666666,0,1,,2,
Company46,Company46,1,operating,United States,,,North America,,,2010-01-01,,4.0,,0,0,0,0,0,1750000.0,,,2013-07-30,1.25,0.5833333333333334,0,0,,4,25.0
Company47,Company47,1,operating,United States,,,North America,,,2011-01-01,,3.0,Analytics|Enterprise Software,1,0,0,0,0,3000000.0,,,2013-02-05,1.3333333333333333,0.25,1,0,,2,35.0
Company48,Company48,1,operating,United States,,,North America,,,2003-12-01,,11.0,,0,0,0,0,0,30000000.0,,,2013-07-29,6.0,2.0,0,0,,2,267.0
Company49,Company49,1,operating,United States,,,North America,,,2000-01-01,,14.0,Analytics,0,0,0,0,0,25000000.0,,,2013-06-24,13.0,13.0,0,0,,2,594.0
Company50,Company50,0,closed,United States,,,North America,,,,,,,0,0,0,0,0,11000000.0,,,2006-11-01,1.0,0.08333333333333333,0,0,,2,
Company51,Company51,1,operating,United States,,,North America,,,2011-05-06,,3.0,E-Commerce|Analytics,0,0,0,0,0,4000000.0,,,2013-12-03,1.0833333333333333,0.38194444441666664,1,0,,2,23.0
Company52,Company52,1,operating,United States,,,North America,,,2009-07-01,,5.0,E-Commerce|Advertising|Analytics,0,0,0,0,0,13000000.0,,,2011-06-13,0.08333333333333333,0.6444444444166667,0,0,,2,50.0
Company53,Company53,1,operating,United States,,,North America,,,2009-01-01,,5.0,Enterprise Software,1,0,0,0,0,1070901.0,,,2013-12-27,1.6666666666666667,0.4083333333333334,0,0,,3,
Company54,Company54,1,operating,,,,,,,2007-07-01,,7.0,,0,0,0,0,0,,,,,1.0,0.5388888889166666,1,0,,4,
Company55,Company55,1,operating,United States,,,North America,,,2012-09-01,,2.0,,0,0,0,0,0,6500000.0,,,2014-02-04,0.6666666666666666,0.34861111108333337,0,1,,1,38.0
Company56,Company56,1,operating,,,,,,,2011-07-01,,3.0,Cloud Computing,0,0,0,0,0,,,,,0.9166666666666666,0.27499999999999997,0,1,,2,
Company57,Company57,1,operating,United States,,,North America,,,2008-03-01,,6.0,Advertising|Marketing|Analytics,0,0,0,0,0,,,,2010-04-01,2.0,2.0,1,0,,2,
Company58,Company58,1,operating,United States,,,North America,,,2012-04-17,,2.0,Analytics|Advertising|Cloud Computing|Marketing,0,0,0,0,0,1000000.0,,,2013-06-25,0.5833333333333334,0.3930555555833333,0,1,,2,24.0
Company59,Company59,1,operating,,,,,,,2012-07-01,,2.0,,0,0,0,0,0,,,,,1.3333333333333333,1.3333333333333333,1,0,,2,
Company60,Company60,1,operating,United States,,,North America,,,2012-01-01,,2.0,Analytics|Network / Hosting / Infrastructure,0,0,0,0,0,2000000.0,,,2013-08-07,0.08333333333333333,0.27685185183333333,1,1,,2,13.0
Company61,Company61,1,operating,United States,,,North America,,,2009-01-01,,5.0,Finance,0,0,0,0,1,3900000.0,,,2013-05-09,1.1666666666666667,1.0620370366666667,0,0,,2,22.0
Company62,Company62,1,operating,United States,,,North America,,,2012-01-01,,2.0,Mobile|Analytics,0,0,1,0,0,4100000.0,,,2013-07-10,0.8333333333333334,0.33194444441666665,0,1,,2,
Company63,Company63,1,operating,India,,,APAC,,,2012-11-01,,2.0,E-Commerce|Marketing,0,0,0,0,0,750000.0,,,2013-07-03,0.8333333333333334,0.8333333333333334,1,0,,2,17.0
Company64,Company64,1,operating,India,,,APAC,,,2012-11-01,,2.0,Education|E-Commerce|Mobile,0,0,1,0,0,,,,2013-03-01,0.3333333333333333,0.3333333333333333,0,1,,2,3.0
Company65,Company65,1,operating,,,,,,,2012-07-01,,2.0,,0,0,0,0,0,,,,,0.08333333333333333,0.08333333333333333,0,1,,2,
Company66,Company66,1,operating,,,,,,,2007-07-01,,7.0,,0,0,0,0,0,,,,,6.25,6.25,0,0,,2,
Company67,Company67,1,operating,United States,,,North America,,,2009-01-01,,5.0,E-Commerce|Retail|Marketing|Mobile|Advertising|Deals,0,0,1,0,0,,,,2013-06-07,3.0,0.7888888889166666,0,0,,4,43.0
Company68,Company68,1,operating,India,,,APAC,,,2012-01-01,,2.0,Analytics|Market Research|Mobile,0,0,1,0,0,,,,2013-08-26,1.6666666666666667,1.6666666666666667,1,0,,2,
Company69,Company69,1,operating,Azerbaijan,,,EU,,,2013-01-31,,1.0,Advertising|Mobile|Analytics,0,0,1,0,0,62000.0,,,2014-03-01,0.16666666666666666,0.5,0,1,,2,
Company70,Company70,1,operating,Azerbaijan,,,EU,,,2011-04-14,,3.0,Analytics,0,0,0,0,0,10000.0,,,2013-12-13,2.6666666666666665,2.6666666666666665,0,1,,4,
Company71,Company71,1,operating,Belgium,,,EU,,,2009-10-15,,5.0,Media|Analytics|Entertainment,0,0,0,0,0,425000.0,,,2009-10-15,0.08333333333333333,0.08333333333333333,1,0,,3,6.0
Company72,Company72,1,operating,Belgium,,,EU,,,2011-04-01,,3.0,Analytics|Retail|Mobile,0,0,1,0,0,125000.0,,,2011-08-01,0.3333333333333333,0.3333333333333333,0,1,,0,
Company73,Company73,1,operating,Bulgaria,,,EU,,,2012-08-01,,2.0,Analytics|Cloud Computing,0,0,0,0,0,30000.0,,,2013-09-01,1.0,1.0,1,0,,3,2.0
Company74,Company74,1,operating,Bulgaria,,,EU,,,2010-01-01,,4.0,Analytics,0,0,0,0,0,25000.0,,,2013-08-01,3.0,0.1875,0,1,,2,
Company75,Company75,1,operating,Bulgaria,,,EU,,,2013-03-18,,1.0,Transportation|Analytics,0,0,0,0,0,135000.0,,,2013-08-30,0.4166666666666667,0.4166666666666667,0,1,,2,9.0
Company76,Company76,1,operating,Czech Republic,,,EU,,,2012-06-01,,2.0,Analytics|Publishing|Mobile,0,0,1,0,0,110000.0,,,2012-08-09,0.16666666666666666,0.16666666666666666,1,0,,2,7.0
Company77,Company77,1,operating,Germany,,,EU,,,2012-10-01,,2.0,Analytics|Mobile,0,0,1,0,0,,,,2013-05-01,0.5833333333333334,0.5833333333333334,0,1,,2,13.0
Company78,Company78,1,operating,Spain,,,EU,,,2012-07-17,,2.0,Human Resources (HR)|Enterprise Software|Career / Job Search|Social Networking|Analytics,1,0,0,0,0,,,,,0.08333333333333333,0.08333333333333333,0,0,,4,11.0
Company79,Company79,1,operating,France,,,EU,,,2010-05-01,,4.0,Analytics|Marketing,0,0,0,0,0,1300000.0,,,2011-05-03,1.0,1.0,0,1,,3,41.0
Company80,Company80,1,operating,France,,,EU,,,2010-06-01,,4.0,Analytics,0,0,0,0,0,,,,,0.08333333333333333,0.08333333333333333,0,0,,3,
Company81,Company81,1,operating,France,,,EU,,,2010-01-01,,4.0,Analytics|Marketing,0,0,0,0,0,1900000.0,,,2013-11-12,3.75,3.75,0,1,,2,18.0
Company82,Company82,1,operating,United Kingdom,,,EU,,,2012-07-01,,2.0,Analytics,0,0,0,0,0,,,,,0.08333333333333333,0.4166666666666667,0,0,,2,
Company83,Company83,1,operating,United Kingdom,,,EU,,,2011-01-01,,3.0,E-Commerce|Analytics,0,0,0,0,0,800000.0,,,2010-06-03,0.08333333333333333,0.08333333333333333,1,0,,5,11.0
Company84,Company84,1,operating,United Kingdom,,,EU,,,2011-07-18,,3.0,Media|Marketing|Analytics,0,0,0,0,0,1000000.0,,,2014-02-19,2.9166666666666665,2.9166666666666665,0,1,,2,14.0
Company85,Company85,1,operating,United Kingdom,,,EU,,,2011-01-01,,3.0,Analytics|Marketing,0,0,0,0,0,1800000.0,,,2013-06-06,1.6666666666666667,0.2736111110833333,1,1,,4,18.0
Company86,Company86,1,operating,United Kingdom,,,EU,,,2011-11-11,,3.0,Analytics|Food & Beverages|Social Networking|Mobile,0,0,1,0,0,50000.0,,,2012-09-18,1.0,1.0,0,1,,2,
Company87,Company87,1,operating,United Kingdom,,,EU,,,2010-11-01,,4.0,E-Commerce|Analytics|Advertising|Mobile,0,0,1,0,0,50000.0,,,2011-04-01,0.08333333333333333,0.6319444444166666,0,1,,3,6.0
Company88,Company88,1,operating,United Kingdom,,,EU,,,2009-07-07,,5.0,Media|Advertising|Analytics|Marketing,0,0,0,0,0,3000000.0,,,2012-03-19,0.08333333333333333,1.3777777775000002,0,0,,2,20.0
Company89,Company89,1,operating,United Kingdom,,,EU,,,2011-01-01,,3.0,Analytics,0,0,0,0,0,200000.0,,,2013-04-01,0.08333333333333333,0.5185185185,0,1,,2,
Company90,Company90,1,operating,United Kingdom,,,EU,,,2013-02-01,,1.0,E-Commerce|Retail|Analytics,0,0,0,0,0,1500000.0,,,2014-03-25,0.08333333333333333,0.5791666666666667,0,1,,2,10.0
Company91,Company91,1,operating,United States,,,North America,,,2010-03-01,,4.0,Social Networking,0,0,0,0,0,1700000.0,,,2010-03-01,0.25,0.08333333333333333,0,0,,0,6.0
Company92,Company92,1,operating,United States,,,North America,,,2011-01-01,,3.0,Healthcare,0,0,0,0,1,1300000.0,,,2014-02-10,1.5,0.75,0,0,,0,28.0
Company93,Company93,1,operating,United States,,,North America,,,2010-07-07,,4.0,E-Commerce|Mobile,0,0,1,0,0,1100000.0,,,2014-03-01,3.75,3.75,1,0,,3,25.0
Company94,Company94,1,operating,Canada,,,North America,,,2007-07-01,,7.0,Healthcare,0,0,0,0,1,,,,,5.833333333333333,5.833333333333333,1,0,,2,
Company95,Company95,1,operating,United States,,,North America,,,2002-01-01,,12.0,Analytics,0,0,0,0,0,7500000.0,,,2011-09-07,5.416666666666667,1.2907407408333333,1,0,,0,31.0
Company96,Company96,1,operating,India,,,APAC,,,2011-07-01,,3.0,Enterprise Software,1,0,0,0,0,50000.0,,,2013-05-01,0.6666666666666666,0.4138888889166667,0,1,,2,8.0
Company97,Company97,1,operating,,,,,,,2012-07-01,,2.0,,0,0,0,0,0,,,,,1.0,1.0,0,1,,3,
Company98,Company98,1,operating,,,,,,,2012-07-01,,2.0,Real Estate,0,0,0,0,0,,,,,1.0,1.0,0,1,,4,
Company99,Company99,1,operating,,,,,,,2012-07-01,,2.0,,0,0,0,0,0,,,,,2.0,2.0,0,1,,2,
Company100,Company100,1,operating,India,,,APAC,,,2012-01-01,,2.0,E-Commerce,0,0,0,0,0,,,,2013-05-14,1.4166666666666667,1.4166666666666667,0,1,,2,6.0
Company101,Company101,1,operating,,,,,,,2012-07-01,,2.0,,0,0,0,0,0,,,,,1.3333333333333333,0.2555555555833333,1,1,,2,
Company102,Company102,1,operating,Belgium,,,EU,,,2012-06-01,,2.0,Analytics,0,0,0,0,0,125000.0,,,2012-06-15,0.08333333333333333,0.08333333333333333,1,0,,3,6.0
Company103,Company103,1,operating,Switzerland,,,EU,,,2010-01-01,,4.0,Analytics,0,0,0,0,0,5000000.0,,,2013-11-07,3.9166666666666665,3.9166666666666665,1,0,,2,16.0
Company104,Company104,1,operating,United Kingdom,,,EU,,,2009-09-17,,5.0,Analytics,0,0,0,0,0,50000.0,,,2009-09-01,0.08333333333333333,0.08333333333333333,0,1,,1,
Company105,Company105,1,operating,United Kingdom,,,EU,,,2009-11-05,,5.0,Analytics|Marketing,0,0,0,0,0,500000.0,,,2012-09-08,0.3333333333333333,0.8537037033333333,1,1,,0,13.0
Company106,Company106,1,operating,United Kingdom,,,EU,,,2012-04-20,,2.0,Mobile|Advertising|Social Networking|Marketing|E-Commerce|Analytics|Enterprise Software,1,0,1,0,0,50000.0,,,2012-09-01,0.5,0.5,0,1,,1,
Company107,Company107,1,operating,United States,,,North America,,,2008-01-01,,6.0,Network / Hosting / Infrastructure|Food & Beverages|Analytics,0,0,0,0,0,100000.0,,,2013-04-05,3.3333333333333335,0.21388888891666666,0,1,,3,12.0
Company108,Company108,1,operating,United States,,,North America,,,2011-01-01,,3.0,Analytics|E-Commerce|Marketing,0,0,0,0,0,175000.0,,,2013-12-19,0.5,0.54027777775,0,1,,2,12.0
Company109,Company109,1,operating,United States,,,North America,,,2010-07-01,,4.0,Retail,0,0,0,0,0,,,,,1.0,0.10357142858333333,0,1,,1,
Company110,Company110,1,operating,United States,,,North America,,,2010-04-01,,4.0,Market Research,0,0,0,0,0,,,,2010-07-16,0.16666666666666666,0.16666666666666666,0,1,,0,4.0
Company111,Company111,1,operating,United States,,,North America,,,2010-08-01,,4.0,Analytics,0,0,0,0,0,500000.0,,,2010-11-17,0.3333333333333333,0.3333333333333333,0,1,,2,8.0
Company112,Company112,1,operating,United States,,,North America,,,2012-02-01,,2.0,,0,0,0,0,0,,,,2012-10-17,0.5,0.5,0,1,,3,17.0
Company113,Company113,1,operating,,,,,,,2010-07-01,,4.0,,0,0,0,0,0,,,,,1.0,1.0,0,1,,0,
Company114,Company114,1,operating,United States,,,North America,,,2012-01-01,,2.0,Retail|Mobile,0,0,1,0,0,1100000.0,,,2012-11-19,0.8333333333333334,0.8333333333333334,0,1,,0,21.0
Company115,Company115,1,operating,United States,,,North America,,,2009-01-01,,5.0,Mobile|Marketing,0,0,1,0,0,650000.0,,,2012-12-20,0.08333333333333333,1.0,0,1,,1,8.0
Company116,Company116,1,operating,,,,,,,2013-07-01,,1.0,,0,0,0,0,0,,,,,0.4166666666666667,0.5,0,1,,0,
Company117,Company117,1,operating,United States,,,North America,,,2011-12-01,,3.0,Analytics|Marketing,0,0,0,0,0,750000.0,,,2013-11-10,2.0,0.5,0,1,,0,12.0
Company118,Company118,1,operating,United States,,,North America,,,2009-01-01,,5.0,Network / Hosting / Infrastructure,0,0,0,0,0,17000000.0,,,2013-11-12,3.75,0.9597222224999999,0,0,,3,14.0
Company119,Company119,1,operating,United States,,,North America,,,2005-05-01,,9.0,Enterprise Software,1,0,0,0,0,10000000.0,,,2013-07-29,5.833333333333333,0.8361111108333333,0,0,,2,32.0
Company120,Company120,1,operating,United States,,,North America,,,2008-01-30,,6.0,Real Estate|Mobile|E-Commerce,0,0,1,0,0,3500000.0,,,2012-08-06,1.0,1.6666666666666667,0,1,,2,22.0
Company121,Company121,1,operating,United States,,,North America,,,2012-07-01,,2.0,Media|Entertainment|Analytics|Network / Hosting / Infrastructure|Publishing,0,0,0,0,0,1700000.0,,,2013-10-04,1.25,1.25,0,0,,0,16.0
Company122,Company122,1,operating,United States,,,North America,,,2010-01-01,,4.0,E-Commerce|Email|Analytics|Marketing,0,0,0,0,0,7000000.0,,,2012-06-26,0.5,0.7694444444166666,0,1,,1,12.0
Company123,Company123,1,operating,United States,,,North America,,,2011-07-05,,3.0,Analytics|Crowdfunding|Search|Marketing,0,0,0,0,0,,,,2011-09-01,0.08333333333333333,1.0,0,0,,0,5.0
Company124,Company124,1,operating,United States,,,North America,,,2010-01-01,,4.0,Analytics|Healthcare,0,0,0,0,1,11000000.0,,,2013-01-02,1.0,0.5194444444166667,0,0,,3,35.0
Company125,Company125,1,operating,United States,,,North America,,,2011-01-01,,3.0,Network / Hosting / Infrastructure|Enterprise Software|Software Development|Analytics,1,0,0,0,0,35000000.0,,,2014-01-22,1.0,0.8564814816666666,0,0,,2,37.0
Company126,Company126,1,operating,United States,,,North America,,,2011-01-01,,3.0,,0,0,0,0,0,50000.0,,,2014-03-27,1.0,0.4462962963333333,0,0,,5,9.0
Company127,Company127,1,operating,United States,,,North America,,,2006-01-01,,8.0,Marketing,0,0,0,0,0,9400000.0,,,2013-10-18,1.0,1.5083333333333335,0,0,,1,138.0
Company128,Company128,1,operating,United States,,,North America,,,2011-03-21,,3.0,,0,0,0,0,0,1700000.0,,,2013-02-01,1.0,0.35833333333333334,0,0,,2,11.0
Company129,Company129,1,operating,United States,,,North America,,,,,,Market Research,0,0,0,0,0,,,,2012-01-11,0.5,0.5,0,0,,1,16.0
Company130,Company130,1,operating,United States,,,North America,,,1999-01-01,,15.0,Healthcare,0,0,0,0,1,6100000.0,,,2010-08-23,10.0,0.4453703703333333,0,0,,0,178.0
Company131,Company131,1,operating,United States,,,North America,,,2008-01-01,,6.0,Analytics|Mobile|Marketing,0,0,1,0,0,16000000.0,,,2014-02-04,1.0,0.6088888889166667,1,0,,0,73.0
Company132,Company132,1,operating,United States,,,North America,,,2006-11-30,,8.0,Marketing,0,0,0,0,0,13000000.0,,,2014-04-08,1.6666666666666667,0.4814814815,0,0,,2,118.0
Company133,Company133,1,operating,Argentina,,,North America,,,2012-06-26,,2.0,Analytics|Telecommunications,0,0,0,0,0,,,,2012-07-01,0.08333333333333333,0.08333333333333333,1,0,,3,10.0
Company134,Company134,1,operating,United States,,,North America,,,2010-10-01,,4.0,Marketing,0,0,0,0,0,2000000.0,,,2013-03-13,0.08333333333333333,0.6208333333333333,1,0,,1,22.0
Company135,Company135,1,operating,United States,,,North America,,,2012-07-01,,2.0,Marketing|Enterprise Software|Analytics,1,0,0,0,0,,,,2013-02-08,0.6666666666666666,0.6666666666666666,1,0,,1,4.0
Company136,Company136,0,closed,United States,,,North America,,,2004-01-01,,10.0,,0,0,0,0,0,62500000.0,,,2009-10-01,4.0,0.4166666666666667,0,0,,3,12.0
Company137,Company137,0,closed,United States,,,North America,,,2000-01-01,,14.0,Network / Hosting / Infrastructure,0,0,0,0,0,15000000.0,,,2009-06-02,5.0,0.6166666666666667,0,0,,0,18.0
Company138,Company138,0,closed,United States,,,North America,,,2004-10-11,,10.0,Media,0,0,0,0,0,5000000.0,,,2011-07-12,1.0,1.4652777774999999,0,0,,1,79.0
Company139,Company139,0,closed,United States,,,North America,,,2005-01-01,,9.0,,0,0,0,0,0,25000000.0,,,2008-04-15,2.0,0.5708333333333333,0,0,,3,3.0
Company140,Company140,0,closed,United States,,,North America,,,2009-03-01,,5.0,E-Commerce,0,0,0,0,0,5000000.0,,,2011-06-01,0.8333333333333334,0.23009259258333334,0,0,,0,
Company141,Company141,0,closed,United States,,,North America,,,2005-01-01,,9.0,,0,0,0,0,0,,,,2011-03-03,2.0,0.42083333333333334,1,0,,1,
Company142,Company142,0,closed,United Kingdom,,,EU,,,2008-01-01,,6.0,Mobile,0,0,1,0,0,,,,,,0.08333333333333333,0,0,,0,35.0
Company143,Company143,0,closed,United States,,,North America,,,2012-01-01,,2.0,E-Commerce|Food & Beverages|Mobile,0,0,1,0,0,,,,,,0.08333333333333333,0,0,,1,1.0
Company144,Company144,0,closed,United States,,,North America,,,2011-08-26,,3.0,Mobile,0,0,1,0,0,1000000.0,,,2012-07-19,0.25,0.2259259259166667,1,1,,3,0.0
Company145,Company145,0,closed,United States,,,North America,,,2010-09-01,,4.0,Education,0,0,0,0,0,800000.0,,,2013-02-18,1.1666666666666667,0.5916666666666667,0,1,,3,19.0
Company146,Company146,0,closed,United States,,,North America,,,2008-01-01,,6.0,Social Networking|Mobile,0,0,1,0,0,2300000.0,,,2011-04-25,1.0,2.1875,1,0,,0,5.0
Company147,Company147,0,closed,Italy,,,EU,,,2007-08-01,,7.0,Entertainment|Media|Mobile,0,0,1,0,0,1500000.0,,,2011-05-17,2.0,0.9902777774999999,0,0,,0,1.0
Company148,Company148,0,closed,,,,,,,2006-07-01,,8.0,,0,0,0,0,0,,,,,0.08333333333333333,0.08333333333333333,1,0,,1,
Company149,Company149,1,operating,,,,,,,2009-07-01,,5.0,,0,0,0,0,0,,,,,0.16666666666666666,0.33425925925,0,0,,2,
